GISJOIN,STATE,STATEA,COUNTY,COUNTYA,TRACTA,pop_total_2010,housing_occupied_2010,housing_vacant_2010,housing_owner_occ_2010,housing_renter_occ_2010,age_under5_2010,age_5to9_2010,age_10to14_2010,age_15to17_2010,age_18to19_2010,age_20_2010,age_21_2010,age_22to24_2010,age_25to29_2010,age_30to34_2010,age_35to39_2010,age_40to44_2010,age_45to49_2010,age_50to54_2010,age_55to59_2010,age_60to61_2010,age_62to64_2010,age_65to69_2010,age_70to74_2010,age_75to79_2010,age_80to84_2010,age_85plus_2010,race_nhwhite_2010,race_nhblack_2010,race_nhaian_2010,race_nhapi_2010,race_nhother_2010,race_nhtwo_2010,race_hispwhite_2010,race_hispblack_2010,race_hispaian_2010,race_hispapi_2010,race_hispother_2010,race_hisptwo_2010,pop_total_2020,land_area_sqkm,density_perkm2,settlement_type
G3900790957400,Ohio,39,Jackson County,079,957400,5529,2069,291,1726,343,310,383,444,236,140,47,44,146,306,323,367,420,429,452,395,162,213,303,187,106,65,51,5304,77,25,26,3,67,20,2,1,0,4,0,5435.0,365.890521,15.11107744712523,rural
G3900790957500,Ohio,39,Jackson County,079,957500,5785,2511,251,1529,982,366,326,354,240,149,77,67,220,351,377,359,362,369,414,445,142,206,249,231,197,164,120,5519,45,11,31,6,88,58,0,2,0,19,6,5794.0,31.419065,184.12387510576778,suburban
G3900790957600,Ohio,39,Jackson County,079,957600,2900,1123,125,622,501,199,192,190,134,90,40,37,118,170,169,205,190,174,209,152,79,94,126,107,87,82,56,2780,11,18,11,0,41,27,0,1,0,5,6,2693.0,28.935821,100.22179775026946,suburban
G3900790957700,Ohio,39,Jackson County,079,957700,5451,2060,237,1557,503,343,359,408,236,121,49,69,197,296,343,378,336,389,411,415,171,203,243,171,132,96,85,5323,17,15,13,2,58,11,0,0,0,8,4,5401.0,347.318182,15.694542590920276,rural
G3900790957800,Ohio,39,Jackson County,079,957800,4947,1840,220,1436,404,363,338,348,223,135,48,58,170,292,325,303,329,353,393,338,126,183,234,143,112,82,51,4809,21,7,17,0,58,23,0,0,0,11,1,4968.0,187.693882,26.35674614050553,rural
G3900810000200,Ohio,39,Jefferson County,081,000200,3035,795,313,143,652,81,80,77,78,546,352,367,359,102,72,84,84,124,128,136,43,55,70,66,52,36,43,2245,507,7,40,0,81,112,7,2,4,19,11,2967.0,3.101203,978.6524777642741,suburban
G3900810000400,Ohio,39,Jefferson County,081,000400,3365,1401,308,521,880,231,233,259,161,82,64,85,246,228,207,178,191,197,218,210,72,101,105,123,59,57,58,2145,880,8,11,20,177,82,7,0,0,23,12,2979.05,1.488095,2261.280361804858,urban
G3900810000600,Ohio,39,Jefferson County,081,000600,2326,1061,79,747,314,129,121,93,62,41,19,17,59,102,93,108,132,144,188,190,83,82,133,113,124,127,166,2110,139,2,21,3,30,13,3,0,0,2,3,2490.0,2.718705,855.5543907853188,suburban
G3900810000800,Ohio,39,Jefferson County,081,000800,855,364,116,120,244,70,70,73,44,26,12,18,36,60,39,49,40,71,62,53,19,14,29,27,9,18,16,421,363,1,2,4,51,11,0,1,0,1,0,710.92,1.165117,733.8318812617102,suburban
G3900810001000,Ohio,39,Jefferson County,081,001000,2352,1028,77,743,285,84,104,127,82,39,16,12,57,96,103,124,143,157,190,221,67,105,134,143,115,110,123,2184,81,0,41,0,27,17,0,0,0,1,1,2451.0,6.14172,382.9546120630703,suburban
G3900810001200,Ohio,39,Jefferson County,081,001200,5287,2351,132,1522,829,288,253,296,177,130,69,50,149,242,236,289,276,388,425,383,163,243,338,258,243,211,180,4823,289,2,37,5,88,35,2,0,0,2,4,5095.93,17.384382,304.1235518179479,suburban
G3900810001300,Ohio,39,Jefferson County,081,001300,1504,610,99,420,190,99,84,87,67,37,22,13,55,90,87,97,102,128,97,112,43,47,73,68,40,37,19,1286,162,4,1,4,35,12,0,0,0,0,0,1221.0,6.421545,234.21154877837031,suburban
G3900810001400,Ohio,39,Jefferson County,081,001400,3792,1718,156,1286,432,212,203,200,120,75,29,37,128,226,196,237,195,278,295,314,117,154,185,163,148,137,143,3359,258,1,25,8,83,34,0,0,0,11,13,3915.0,4.795425,790.7536871080249,suburban
G3900810001700,Ohio,39,Jefferson County,081,001700,1953,775,187,407,368,131,153,161,114,63,25,30,70,107,104,110,130,118,129,123,51,59,84,55,49,39,48,1167,577,7,9,8,133,35,0,2,0,1,14,1783.03,1.253396,1558.1667725124382,urban
G3900810011000,Ohio,39,Jefferson County,081,011000,1791,711,108,585,126,110,108,124,67,52,24,21,40,85,94,130,109,149,154,154,41,64,88,72,42,36,27,1768,8,2,2,2,2,2,0,0,0,4,1,1555.0,115.824274,15.463079872186377,rural
G3900810011100,Ohio,39,Jefferson County,081,011100,3088,1238,190,1010,228,186,186,218,112,75,26,32,74,153,187,196,219,232,258,242,93,108,141,114,104,86,46,3040,6,6,4,0,20,9,0,0,0,0,3,2660.0,159.491523,19.361530581158224,rural
G3900810011200,Ohio,39,Jefferson County,081,011200,2076,959,123,550,409,148,135,111,59,42,30,22,84,128,133,99,110,135,143,160,48,82,119,81,72,80,55,1993,27,3,6,3,30,10,0,0,0,0,4,2053.0,1.543355,1345.121504773691,urban
G3900810011300,Ohio,39,Jefferson County,081,011300,2635,1148,112,815,333,127,133,176,105,63,26,29,73,161,153,158,165,192,237,203,80,119,110,106,80,83,56,2545,28,3,5,0,27,26,0,0,0,0,1,2597.0,1.668094,1579.6471901463588,urban
G3900810011401,Ohio,39,Jefferson County,081,011401,4292,1781,150,1546,235,181,219,262,181,97,39,31,115,215,187,264,258,332,443,391,156,195,211,216,152,87,60,4210,28,12,7,0,22,10,0,0,0,3,0,3958.0,90.129833,47.620192528260866,rural
G3900810011402,Ohio,39,Jefferson County,081,011402,4046,1654,162,1439,215,164,188,256,156,103,35,40,109,190,213,262,263,312,343,356,131,193,233,202,151,91,55,3964,23,2,8,0,32,14,0,0,0,1,2,3781.07,83.437908,48.491148651521804,rural
G3900810011500,Ohio,39,Jefferson County,081,011500,5305,2147,213,1850,297,225,295,316,204,141,52,58,134,230,250,325,384,439,456,464,165,252,316,236,171,108,84,5189,32,5,17,0,33,23,0,1,1,2,2,4769.0,178.693356,29.68772940836144,rural
G3900810011700,Ohio,39,Jefferson County,081,011700,4426,1885,140,1492,393,203,227,252,159,96,51,37,112,196,200,225,268,330,398,418,138,220,264,202,163,146,121,4131,143,3,43,1,56,38,0,0,0,4,7,4277.0,65.097942,67.98986057040021,rural
G3900810011800,Ohio,39,Jefferson County,081,011800,3577,1546,213,1088,458,202,201,208,146,89,42,45,127,174,175,209,207,289,267,271,83,137,182,174,148,93,108,3356,126,10,2,3,53,23,0,0,0,1,3,3457.0,9.710155,368.37722981764966,suburban
G3900810011900,Ohio,39,Jefferson County,081,011900,3581,1514,190,1160,354,171,186,247,144,85,31,34,91,165,180,226,231,254,328,323,103,154,200,146,114,95,73,3510,17,4,1,2,34,12,0,0,0,0,1,3107.0,75.762806,47.26593679753625,rural
G3900810012000,Ohio,39,Jefferson County,081,012000,3140,1325,222,1100,225,158,173,206,128,69,33,31,79,122,162,202,209,239,263,239,92,137,160,144,101,103,90,2943,122,2,2,1,38,12,4,1,0,5,10,2803.0,75.214217,41.74742655367934,rural
G3900810012100,Ohio,39,Jefferson County,081,012100,2836,1191,174,1010,181,152,118,166,131,60,29,28,80,122,135,164,178,221,279,233,96,105,165,110,113,74,77,2779,10,1,4,0,24,16,0,1,0,0,1,2560.0,89.895219,31.54784015821798,rural
G3900810012200,Ohio,39,Jefferson County,081,012200,2175,900,110,790,110,92,109,100,97,58,12,28,72,112,124,121,161,171,209,176,67,85,106,116,71,54,34,2128,19,0,2,0,19,6,0,0,0,1,0,1982.0,64.225614,33.8649934899805,rural
G3900810012300,Ohio,39,Jefferson County,081,012300,2272,1007,143,635,372,99,137,113,73,59,22,21,59,136,162,123,136,130,179,210,59,90,104,69,104,94,93,2223,11,3,2,2,20,6,0,0,0,3,2,2077.0,2.402305,945.7583445898834,suburban
G3900830006700,Ohio,39,Knox County,083,006700,5034,1796,241,1359,437,390,404,436,245,138,43,62,155,290,299,291,313,345,376,347,134,158,182,181,114,73,58,4916,18,8,7,0,41,37,0,0,0,7,0,5209.0,266.320409,18.90204366575601,rural
G3900830006801,Ohio,39,Knox County,083,006801,5408,2070,655,1843,227,316,387,383,235,92,36,48,118,251,376,319,361,384,403,374,152,231,344,287,171,79,61,5203,53,9,30,3,37,36,4,5,0,18,10,5737.0,26.092282,207.26435503034958,suburban
G3900830006802,Ohio,39,Knox County,083,006802,4718,1638,112,1405,233,332,370,401,232,111,36,45,124,214,278,276,280,391,378,321,129,197,224,152,113,59,55,4625,7,6,25,3,22,13,0,0,0,10,7,5051.0,213.230405,22.126300421368146,rural
G3900830006900,Ohio,39,Knox County,083,006900,5919,2259,160,1775,484,428,442,432,272,132,64,62,190,344,333,348,392,384,461,404,155,204,272,214,179,127,80,5803,23,6,11,1,36,15,0,0,0,14,10,6260.0,120.272431,49.213273156505835,rural
G3900830007000,Ohio,39,Knox County,083,007000,2989,1159,74,1013,146,132,195,189,135,63,30,20,84,109,141,160,190,241,297,242,89,137,168,155,91,75,46,2863,24,14,5,4,20,29,0,0,0,27,3,3170.0,138.55583,21.57253144815343,rural
G3900830007100,Ohio,39,Knox County,083,007100,3763,1582,154,875,707,284,251,260,150,96,48,31,134,288,253,242,266,258,252,259,81,112,145,98,97,76,82,3579,36,16,11,1,57,30,2,0,0,29,2,3618.0,6.888397,546.2809417053053,suburban
G3900830007200,Ohio,39,Knox County,083,007200,5254,2283,214,1164,1119,418,358,318,210,128,64,56,206,374,337,282,300,351,361,337,124,138,217,188,178,156,153,4959,68,14,23,4,106,54,0,0,1,20,5,5329.0,14.273123,368.104443575523,suburban
G3900830007300,Ohio,39,Knox County,083,007300,6799,2275,227,1281,994,209,221,216,160,695,426,514,515,232,228,237,238,312,365,410,159,202,309,246,228,262,415,6258,125,6,143,15,111,88,2,1,1,33,16,6854.0,48.230801,140.96800921883923,suburban
G3900830007400,Ohio,39,Knox County,083,007400,5583,1924,161,1600,324,397,418,441,324,157,73,55,179,277,261,360,376,449,478,355,123,178,239,147,132,92,72,5417,23,9,8,15,65,24,0,0,0,18,4,5700.1,297.006998,18.797536884972654,rural
G3900830007500,Ohio,39,Knox County,083,007500,4415,1393,145,935,458,215,246,241,160,440,270,233,315,208,187,167,237,251,284,257,99,128,168,92,85,57,75,4175,44,8,49,2,54,57,3,1,0,17,5,4331.0,23.02253,191.76867181843178,suburban
G3900830007600,Ohio,39,Knox County,083,007600,4580,1955,198,1310,645,295,276,300,187,117,42,48,204,263,276,273,298,317,417,334,121,163,216,163,102,88,80,4427,26,10,30,2,40,27,0,0,0,14,4,4775.0,37.56129,121.93404433127829,suburban
G3900830007700,Ohio,39,Knox County,083,007700,6459,2273,170,1830,443,408,509,546,327,178,75,55,154,298,354,470,497,541,534,451,115,178,266,188,153,90,72,6273,38,10,22,2,80,25,0,0,0,3,6,6678.0,169.569612,38.090551271651194,rural
G3900850200100,Ohio,39,Lake County,085,200100,1831,890,96,476,414,104,75,72,55,41,19,22,70,125,132,112,113,161,141,162,42,52,95,63,69,60,46,1564,186,2,18,0,26,17,1,0,0,13,4,2002.0,0.927165,1974.8372727615904,urban
G3900850200200,Ohio,39,Lake County,085,200200,2697,1116,59,860,256,190,172,175,103,64,27,23,83,190,211,192,207,198,174,164,41,77,104,90,52,86,74,2544,53,2,17,0,51,18,0,0,0,8,4,2564.0,0.923465,2920.522163806966,urban
G3900850200300,Ohio,39,Lake County,085,200300,3014,1260,50,1168,92,183,173,171,88,53,21,21,94,172,160,205,196,230,228,180,58,98,142,133,156,149,103,2902,17,3,28,2,27,30,0,0,0,3,2,3038.0,1.491785,2020.3983818043487,urban
G3900850200400,Ohio,39,Lake County,085,200400,3593,1576,99,1217,359,215,188,207,123,79,40,47,143,231,242,222,221,266,300,200,74,103,135,163,179,129,86,3382,78,5,26,1,43,49,1,0,0,2,6,3414.0,1.774664,2024.608601966344,urban
G3900850200500,Ohio,39,Lake County,085,200500,3036,1268,62,1173,95,194,174,182,119,72,20,27,73,204,200,212,202,256,201,176,50,85,114,123,124,146,82,2938,22,9,20,1,17,25,0,0,0,0,4,3186.0,1.45228,2090.505963037431,urban
G3900850200600,Ohio,39,Lake County,085,200600,3369,1447,78,1242,205,198,163,199,138,58,28,19,101,204,227,173,216,247,256,235,56,101,171,158,163,151,107,3202,46,3,19,6,44,37,5,0,0,4,3,3345.0,3.555124,947.6462705660899,suburban
G3900850200700,Ohio,39,Lake County,085,200700,3732,1780,110,1282,498,202,176,176,94,63,32,32,128,268,264,261,192,280,296,215,86,134,182,175,217,160,99,3472,130,6,22,1,58,39,0,0,0,2,2,3751.0,1.895211,1969.1738809029707,urban
G3900850200800,Ohio,39,Lake County,085,200800,3700,1584,94,1309,275,174,244,229,150,75,36,18,87,164,190,218,235,280,306,246,74,122,179,179,166,140,188,3276,278,1,40,3,66,25,0,0,1,3,7,3611.08,4.1376,894.2382057231246,suburban
G3900850200900,Ohio,39,Lake County,085,200900,1949,644,43,496,148,119,122,145,76,55,25,33,68,117,113,119,115,162,153,114,38,44,62,54,53,63,99,1759,112,1,25,0,26,20,0,0,0,6,0,1957.0,2.42575,803.4628465423066,suburban
G3900850201000,Ohio,39,Lake County,085,201000,5056,2401,261,1166,1235,280,239,241,171,95,50,64,233,368,284,254,295,361,475,412,158,208,258,206,164,134,106,3693,1056,2,157,6,70,48,9,0,1,5,9,5055.92,10.222385,494.6008196717303,suburban
G3900850201100,Ohio,39,Lake County,085,201100,4429,1997,270,1054,943,223,228,230,151,71,35,47,184,350,252,232,240,312,381,347,130,166,247,185,175,126,117,3589,456,1,252,12,70,27,5,0,0,10,7,4951.0,17.565807,252.13757614438097,suburban
G3900850201200,Ohio,39,Lake County,085,201200,3334,1818,200,1017,801,141,122,120,80,62,21,30,133,216,203,185,181,217,263,257,89,155,214,163,166,155,161,3053,139,2,70,0,33,31,1,0,0,4,1,3531.0,3.680883,905.760927473109,suburban
G3900850201300,Ohio,39,Lake County,085,201300,3714,1844,195,1015,829,151,142,191,137,48,25,22,108,178,169,153,186,230,260,227,74,112,174,171,187,282,487,3485,80,1,50,0,42,39,0,1,0,3,13,3871.0,3.507637,1058.8324846613261,urban
G3900850201400,Ohio,39,Lake County,085,201400,4026,1844,158,1151,693,192,210,251,167,79,28,44,185,341,215,222,272,290,362,342,97,133,163,127,120,95,91,3860,39,7,18,5,51,33,0,0,0,3,10,3830.0,3.226977,1247.6072807460357,urban
G3900850201500,Ohio,39,Lake County,085,201500,1985,795,56,652,143,88,121,130,88,37,16,24,60,107,121,96,156,154,186,132,57,73,96,82,61,52,48,1903,15,0,26,1,22,18,0,0,0,0,0,2651.0,7.902671,251.18089820517645,suburban
G3900850201600,Ohio,39,Lake County,085,201600,3772,1490,51,1252,238,218,259,297,166,78,27,33,91,173,254,239,278,349,374,286,87,129,167,106,69,51,41,3442,118,2,116,3,42,31,5,0,0,6,7,4023.0,3.684128,1023.8515057022992,urban
G3900850201700,Ohio,39,Lake County,085,201700,5437,2622,314,1278,1344,283,244,285,177,131,72,55,263,525,394,363,386,422,429,367,115,209,239,153,138,92,95,4889,292,10,48,5,112,62,2,0,0,14,3,6053.23,4.542735,1196.856078992061,urban
G3900850201800,Ohio,39,Lake County,085,201800,3705,1422,54,1294,128,192,231,254,160,96,42,30,116,187,188,233,261,291,312,295,103,166,236,120,85,51,56,3579,19,0,43,3,23,21,0,0,0,7,10,3657.0,1.921909,1927.7707737463115,urban
G3900850201900,Ohio,39,Lake County,085,201900,2815,1265,80,881,384,118,139,168,104,76,35,29,76,109,136,146,169,227,262,208,92,133,163,137,104,93,91,2706,33,0,26,2,22,24,0,0,1,0,1,2697.77,3.333913,844.3531669842614,suburban
G3900850202000,Ohio,39,Lake County,085,202000,5906,2460,129,1890,570,269,295,381,257,134,56,49,244,367,327,349,430,517,507,467,164,257,311,218,123,121,63,5621,53,9,65,1,75,57,0,3,0,16,6,5550.0,5.817895,1015.1437934166911,urban
G3900850202100,Ohio,39,Lake County,085,202100,2373,1109,73,523,586,126,120,125,85,62,34,26,112,210,153,156,162,201,199,165,68,74,119,69,45,35,27,2115,112,9,21,2,38,50,12,0,0,10,4,2180.0,3.625482,654.5336592486185,suburban
G3900850202400,Ohio,39,Lake County,085,202400,3119,1282,54,1141,141,147,174,207,131,71,27,21,76,185,179,203,233,246,282,203,92,121,171,129,112,60,49,3036,16,4,5,0,25,27,1,0,0,4,1,2871.0,1.875713,1662.8343461926213,urban
G3900850202500,Ohio,39,Lake County,085,202500,4324,1915,210,1017,898,284,264,247,162,111,61,63,201,316,279,284,303,362,335,276,102,144,170,129,102,75,54,4001,116,3,70,3,63,51,3,3,0,6,5,4260.0,2.302297,1878.1243254019791,urban
G3900850202600,Ohio,39,Lake County,085,202600,3868,1543,130,1287,256,229,233,279,144,86,40,40,111,271,262,267,290,320,343,278,74,111,144,116,114,64,52,3726,17,2,16,4,37,31,4,0,1,23,7,3679.0,5.19584,744.4417072119235,suburban
G3900850202700,Ohio,39,Lake County,085,202700,6329,2260,64,2164,96,258,446,587,314,140,54,46,156,191,196,346,595,583,593,504,180,312,355,217,133,81,42,6109,49,2,82,2,33,36,1,0,1,7,7,6399.0,9.124701,693.611768758231,suburban
G3900850202800,Ohio,39,Lake County,085,202800,6044,2555,146,2199,356,303,329,333,242,124,57,47,159,337,317,332,409,487,498,521,160,233,352,250,206,175,173,5721,51,2,104,4,65,78,1,0,2,11,5,5926.0,6.172665,979.1556807310942,suburban
G3900850202900,Ohio,39,Lake County,085,202900,6839,2722,108,2448,274,327,398,451,300,167,74,55,175,342,360,375,477,634,677,565,188,271,321,202,158,146,176,6571,53,9,92,0,64,39,0,1,2,6,2,6436.0,6.228798,1097.9646474327792,urban
G3900850203000,Ohio,39,Lake County,085,203000,6608,2658,83,2445,213,273,410,459,284,136,53,56,198,299,314,377,511,589,644,540,218,301,391,244,160,89,62,6317,41,5,90,7,36,92,3,0,1,7,9,6477.0,5.052731,1307.8075994942142,urban
G3900850203200,Ohio,39,Lake County,085,203200,3441,1601,149,1004,597,184,167,181,100,68,47,35,150,221,214,187,250,279,276,290,97,133,136,132,123,92,79,3186,97,3,59,6,40,30,0,1,0,11,8,3453.0,5.025063,684.7675342577794,suburban
G3900850203400,Ohio,39,Lake County,085,203400,4299,1901,114,1505,396,183,196,258,164,84,37,30,148,216,228,235,234,325,390,363,139,158,250,170,157,158,176,4098,43,8,29,1,52,33,1,1,0,17,16,4363.08,6.105749,704.090521899934,suburban
G3900850203500,Ohio,39,Lake County,085,203500,6709,2598,88,2478,120,281,338,433,352,159,53,55,197,225,243,323,432,548,719,735,244,301,379,245,198,136,113,6392,61,2,121,6,49,55,1,0,4,10,8,6708.92,8.72857,768.6253303805778,suburban
G3900850203700,Ohio,39,Lake County,085,203700,3282,1241,122,974,267,120,197,258,147,55,27,26,80,93,125,131,212,288,338,297,93,153,177,155,110,85,115,3139,18,4,33,6,39,34,5,0,0,0,4,3215.0,29.828187,110.03015369321642,suburban
G3900850204000,Ohio,39,Lake County,085,204000,3109,1427,250,835,592,169,190,172,114,67,38,45,131,180,197,212,210,247,257,223,78,120,129,108,81,70,71,2912,65,5,9,1,50,32,0,0,1,19,15,3108.0,2.660123,1168.742949104233,urban
G3900850204200,Ohio,39,Lake County,085,204200,4027,1378,128,816,562,482,342,300,184,133,63,64,184,312,319,227,241,240,266,185,55,84,112,75,62,48,49,1910,716,9,7,15,149,398,24,6,0,744,49,4332.0,4.276316,941.6984151779243,suburban
G3900850204301,Ohio,39,Lake County,085,204301,1613,619,106,280,339,194,163,96,36,29,15,11,83,235,218,174,86,89,54,39,11,27,22,13,11,3,4,1339,109,4,59,1,29,46,1,0,1,18,6,2532.08,2.647399,609.2772566583277,suburban
G3900850204302,Ohio,39,Lake County,085,204302,6579,2404,186,1419,985,568,536,464,252,373,122,162,311,528,534,440,393,371,373,340,133,167,175,128,92,55,62,4478,868,7,57,5,260,360,18,2,2,472,50,6571.91,4.108002,1601.5084705411537,urban
G3900850204400,Ohio,39,Lake County,085,204400,3162,1195,141,629,566,297,279,203,112,79,28,50,142,291,239,186,198,209,205,194,65,71,101,58,65,46,44,1916,271,8,4,2,77,266,6,5,1,561,45,3114.0,3.458365,914.3048810637396,suburban
G3900850204500,Ohio,39,Lake County,085,204500,4069,1440,204,416,1024,332,296,213,159,156,114,84,221,353,317,264,246,228,239,200,67,102,122,117,81,76,82,2170,518,6,21,5,165,377,15,6,1,743,42,3622.09,1.500401,2711.941674259081,urban
G3900850204700,Ohio,39,Lake County,085,204700,4700,2062,107,1561,501,235,265,270,147,97,44,45,160,308,253,244,314,296,344,348,110,201,291,203,197,171,157,4160,117,2,39,1,74,85,4,0,4,196,18,4832.92,4.45776,1054.3411937834248,urban
G3900850204800,Ohio,39,Lake County,085,204800,5159,2086,141,1734,352,341,414,311,180,104,44,38,125,307,350,398,362,391,406,350,143,231,226,168,126,78,66,4846,79,5,50,5,81,55,5,2,0,25,6,5424.0,16.266359,317.157638043031,suburban
G3900850204900,Ohio,39,Lake County,085,204900,5983,2179,92,1950,229,338,434,503,291,129,54,56,124,249,338,440,496,507,533,432,154,211,232,191,106,94,71,5641,70,1,48,7,80,88,2,0,0,29,17,5728.0,13.565486,441.0457539081165,suburban
G3900850205001,Ohio,39,Lake County,085,205001,5887,2390,143,2077,313,274,371,367,255,109,37,37,163,243,266,341,370,421,550,515,172,298,357,206,158,180,197,5631,39,3,61,5,45,73,0,0,4,20,6,5964.0,6.93401,849.00367896787,suburban
G3900850205002,Ohio,39,Lake County,085,205002,6146,2386,106,2170,216,304,380,464,269,103,55,53,140,245,284,326,480,531,577,530,195,292,333,198,161,110,116,5840,84,5,44,2,71,64,6,0,0,26,4,5851.0,17.943193,342.5254356902921,suburban
G3900850205100,Ohio,39,Lake County,085,205100,6168,2276,152,2186,90,363,473,428,262,95,33,33,94,136,235,371,477,551,593,530,236,307,392,256,149,75,79,5898,30,3,130,5,44,40,0,0,0,18,0,7439.0,34.769093,177.39893301214386,suburban
G3900850205200,Ohio,39,Lake County,085,205200,3253,1197,66,1120,77,122,228,249,172,77,32,30,61,91,130,230,264,324,310,280,111,152,150,96,64,50,30,3171,12,10,11,0,33,10,0,0,0,0,6,3128.0,65.766419,49.462933355091145,rural
G3900850205300,Ohio,39,Lake County,085,205300,2504,927,45,849,78,79,136,213,148,82,20,26,67,90,95,127,219,240,285,223,60,73,94,81,69,47,30,2406,17,5,10,2,24,29,0,2,0,5,4,2474.07,21.701787,115.38220331809542,suburban
G3900850205400,Ohio,39,Lake County,085,205400,1663,593,37,502,91,83,145,158,93,41,17,14,39,56,85,103,151,150,150,116,23,63,59,52,26,20,19,1566,14,0,23,0,16,32,0,0,0,10,2,1612.68,5.647958,294.442699467666,suburban
G3900850205701,Ohio,39,Lake County,085,205701,4875,2056,205,1558,498,261,309,300,205,86,50,41,152,248,252,332,337,378,383,338,139,193,277,213,168,113,100,4624,16,9,36,1,50,84,0,1,0,48,6,4777.0,17.419979,279.85108363219035,suburban
G3900850205702,Ohio,39,Lake County,085,205702,2900,1065,140,891,174,193,227,224,155,83,27,27,96,147,185,201,244,230,201,172,78,91,120,79,56,39,25,2773,11,8,14,0,39,47,0,0,0,4,4,2668.0,3.239264,895.2650972566607,suburban
G3900850205800,Ohio,39,Lake County,085,205800,1292,468,27,424,44,64,65,98,55,41,11,15,34,48,57,75,112,104,138,103,39,50,65,45,28,21,24,1258,0,0,6,0,8,11,0,0,0,9,0,1259.0,28.648651,45.09810950609856,rural
G3900850205900,Ohio,39,Lake County,085,205900,1130,375,28,340,35,59,65,56,36,23,5,12,20,59,55,67,77,100,96,99,27,38,78,57,34,35,32,1084,17,0,2,0,11,14,1,0,0,1,0,1149.0,26.105463,43.28595895809241,rural
G3900850206000,Ohio,39,Lake County,085,206000,5508,2052,319,1502,550,321,313,423,271,149,64,44,161,287,322,337,454,447,480,388,143,153,244,145,119,114,129,5264,46,10,16,1,48,74,1,3,1,40,4,5204.0,23.602656,233.36356721887572,suburban
G3900850206100,Ohio,39,Lake County,085,206100,3184,1241,82,981,260,188,239,219,157,64,14,17,84,155,160,242,283,242,259,205,77,110,157,108,88,67,49,3046,17,3,17,5,49,20,1,1,0,22,3,3435.0,12.962506,245.63151600469848,suburban
G3900850206200,Ohio,39,Lake County,085,206200,1561,631,53,418,213,89,94,92,66,36,22,21,65,76,113,117,113,135,142,114,34,62,58,41,33,16,22,1428,36,0,6,3,20,40,2,0,0,24,2,1500.0,6.59978,236.52303561633872,suburban
